ProjectID,Partner,Project,Project_Status,Pillars_supported_by_project,Activities_conducted,Other_nonpPillar_activities,Implementing_partner,Regions,Districts
ID-62,Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda),"Continuity of essential services—HIV, TB, ANC and MCH amidst COVID-19 ; Infection Prevention and Control (IPC); Case management in context of COVID-19; Communication and Risk communication amidst COVID_19 environment",ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, ICT innovations, Risk communications, Logistics, Human resource","Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Implementation of the E-eLMIS, Emergency Hotline, ",NA,,Toro,"Kabarole, Bunyangabu, Kyegegwa, Kyenjojo, Kasese, Kamwenge, Ntoroko, Bundibugyo, Kitagwenda"
ID-63,United Nations Population Fund (UNFPA),"EU Spot light , GBV/SRH integrated programme",ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, ICT innovations, Mental health, Risk communications, Logistics, Human resource","Pay Telecommunications UTL toll free for call center, Widen scope of implementation of eMeeting, Implementation of the E-eLMIS, Emergency Hotline, Telemedicine/telehealth approaches during and after Covid-19 pandemic, Strengthen the District routine  reporting data, Orientation of users on telemedicine, Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, Supervise and monitor psychosocial services in the affected communities by the central team, Finalize psychosocial support materials, ","Voucher system to ensure women access services , Vehicles will be stationed at the health facilities and payments for fuel and driver's allowance will be made based on the vehicle log , Use district ambulances for districts to support referral services including picking mothers from home,  Pregnancy mapping","MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD","Acholi, Kampala, Karamoja, Toro, West Nile","Kitgum, Kampala, Amudat, Kyegegwa, Kasese, Arua, Madiokollo"
ID-64,United Nations Population Fund (UNFPA),Reducing high fertility rates and Improving Sexual reproductive health outcomes in Uganda (DFID/RISE)RISE),ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, ICT innovations, Risk communications, Logistics, Human resource","Pay Telecommunications UTL toll free for call center, Widen scope of implementation of eMeeting, Development of tele medicine protocals, Implementation of the E-eLMIS, Emergency Hotline, Strengthen the District routine  reporting data, Orientation of users on telemedicine, ","Support the provision of transport to health workers  and clients (pregnant women ) to provide services and access services  respectively  and inter-facility safe ambulance referrals with toll-free numbers that will be made known to health workers in the catchment areas.Use of safe boda to distribute SRHR/FPcommodites and supplies , use of big data for persceptive analysis of SRHR and GBV current situations in collaboration with other UN agencies , implementaiion of the Getin and Safepal apps","MOH, MOES,  NPA, UBOS ,  RAHU, MOH, MOES,  NPA, UBOS ,  RAHU, MOH, MOES,  NPA, UBOS ,  RAHU, MOH, MOES, NPC, NPA, UBOS ,  RAHU, MOH, MOES, NPC, NPA, UBOS ,  RAHU","Acholi, Ankole, Bunyoro, Karamoja, Kigezi, West Nile","Lamwo, Isingiro, Kikuube, Kiryandongo, Hoima, Moroto, Kaabong, Nakapiripirit, Kotido, Napak, Abim, Amudat, Nabilatuk, Karenga, Kanungu, Yumbe, Adjumani, Arua, Koboko, Moyo, Madiokollo, Obongi"
ID-65,United Nations Population Fund (UNFPA),Enhance women’s and young people’s access and utilization of quality SRHR and GBV services(WAY Programme),new_project,"Coordination, Infection prevention, Surveillance, Case management, ICT innovations, Mental health, Risk communications, Logistics, Human resource","Development of tele medicine protocals, Implementation of the E-eLMIS, Strengthen the District routine  reporting data, Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, Supervise and monitor psychosocial services in the affected communities by the central team, Finalize psychosocial support materials, ",NA,"MOH, DLGs, CARE, RAHU, OUTBOX, MOH, DLGs, CARE, RAHU, OUTBOX, MOH, DLGs, CARE, RAHU, OUTBOX, MOH, DLGs, CARE, RAHU, OUTBOX, MOH, DLGs, CARE, RAHU, OUTBOX, MOH, DLGs, CARE, RAHU, OUTBOX","Acholi, West Nile","Lamwo, Amuru, Kitgum, Agago, Yumbe, Adjumani, Arua, Moyo, Madiokollo, Obongi"
ID-66,United Nations Population Fund (UNFPA),SIDA Joint SRH/GBV programme,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, ICT innovations, Mental health, Risk communications, Logistics, Human resource","Widen scope of implementation of eMeeting, Development of tele medicine protocals, Strengthen the District routine  reporting data, Supervise and monitor psychosocial services in the affected communities by the central team, Finalize psychosocial support materials, ",NA,"MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD","Acholi, Bunyoro, Kampala, Karamoja, Teso, West Nile","Gulu, Pader, Kiryandongo, Kampala, Moroto, Kaabong, Nakapiripirit, Kotido, Napak, Abim, Nabilatuk, Karenga, Kaberamaido, Amuria, Yumbe"
ID-67,United Nations Population Fund (UNFPA),Advancing Sexual Reproductive Health and Rights in West Nile and Acholi Sub Regions in Uganda,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, ICT innovations, Mental health, Risk communications, Logistics, Human resource","Pay Telecommunications UTL toll free for call center, Widen scope of implementation of eMeeting, Implementation of the E-eLMIS, Strengthen the District routine  reporting data, Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, Supervise and monitor psychosocial services in the affected communities by the central team, Finalize psychosocial support materials, ","Voucher system to ensure women access services , Vehicles will be stationed at the health facilities and payments for fuel and driver's allowance will be made based on the vehicle log , Use district ambulances for districts to support referral services including picking mothers from home,  Pregnancy mapping","MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,","Acholi, West Nile","Lamwo, Amuru, Agago, Maracha, Pakwach, Zombo, Yumbe, Adjumani, Arua, Nebbi, Koboko, Moyo, Madiokollo, Obongi"
ID-68,United Nations Population Fund (UNFPA),Strengthening Capacity to Deliver and Integrated Package of Rights in Karamoja and Northern Uganda,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, Mental health, Risk communications, Logistics, Human resource","Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, Supervise and monitor psychosocial services in the affected communities by the central team, Finalize psychosocial support materials, ","Voucher system to ensure women access services , Vehicles will be stationed at the health facilities and payments for fuel and driver's allowance will be made based on the vehicle log , Use district ambulances for districts to support referral services including picking mothers from home,  Pregnancy mapping","MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD","Acholi, Karamoja, Lango","Omoro, Moroto, Kaabong, Nakapiripirit, Kotido, Napak, Abim, Amudat, Nabilatuk, Karenga, Otuke"
ID-69,United Nations Population Fund (UNFPA),UNFPA Global Supplies Programme,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, ICT innovations, Logistics, Human resource","Implementation of the E-eLMIS, ",NA,"MOH, DLGs,  JMS, NMS, MSU, MSH, UFPC, MOH, DLGs,  JMS, NMS, MSU, MSH, UFPC",West Nile,"Maracha, Pakwach, Zombo, Yumbe, Adjumani, Arua, Nebbi, Koboko, Moyo, Madiokollo, Obongi"
ID-70,United Nations Population Fund (UNFPA),Maternal Health Thematic programme,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, Logistics, Human resource",,NA,"MOH, DLGs, UNMC, RRHs , Terrewode",West Nile,"Maracha, Pakwach, Zombo, Yumbe, Adjumani, Arua, Nebbi, Koboko, Moyo, Madiokollo, Obongi"
ID-71,United Nations Population Fund (UNFPA),"Together for SRH integrated SERVICES, Regional programme",ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, Logistics, Human resource",,NA,"MOH, DLGs,  AIC, MOH, DLGs,  AIC",Acholi,"Lamwo, Omoro, Agago"
ID-72,United Nations Population Fund (UNFPA),KARUNA  HIV/SRH programme,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, Logistics, Human resource",,NA,"MOH, DLGs,  AIC",Karamoja,"Moroto, Kaabong, Nakapiripirit, Kotido, Napak, Abim, Amudat, Nabilatuk, Karenga"
ID-73,United Nations Population Fund (UNFPA),Ending child marriage programme,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, Logistics, Human resource",,NA,"MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD",West Nile,"Maracha, Pakwach, Zombo, Adjumani, Nebbi, Moyo"
ID-74,United Nations Population Fund (UNFPA),Joint UN Emergency Appeal,new_project,"Coordination, Infection prevention, Surveillance, Case management, ICT innovations, Mental health, Risk communications, Logistics, Human resource","Pay Telecommunications UTL toll free for call center, Widen scope of implementation of eMeeting, Implementation of the E-eLMIS, Strengthen the District routine  reporting data, Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, Supervise and monitor psychosocial services in the affected communities by the central team, Finalize psychosocial support materials, ",NA,"MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,",Kampala,Kampala
ID-75,United Nations Population Fund (UNFPA),UBRAF Project,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, Logistics, Human resource",,NA,,West Nile,"Zombo, Yumbe, Adjumani, Arua, Moyo, Madiokollo, Obongi"
ID-76,Tackling Deadly Diseases in Africa Programme (TDDAP),Tackling Deadly Diseases in Africa Programme,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, Logistics, Human resource",,NA,Government of Uganda,"Acholi, Bukedi, Elgon, Kampala, Karamoja, Kigezi, Southbuganda, Toro, West Nile","Amuru, Busia, Tororo, Bukwo, Kampala, Moroto, Napak, Abim, Kisoro, Kabale, Wakiso, Rakai, Kasese, Ntoroko, Bundibugyo, Yumbe, Koboko"
ID-77,Mercy Corps,EKISIL,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, Mental health, Risk communications, Logistics, Human resource","Supervise and monitor psychosocial services in the affected communities by the central team, ",NA,,Karamoja,"Moroto, Amudat"
ID-78,Mercy Corps,Apolou,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Risk communications, Logistics, Human resource","Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., ",NA,"Save the Children, Save the Children, Whave Solutions, Save the Children",Karamoja,"Moroto, Kaabong, Kotido, Amudat, Karenga"
ID-79,Mercy Corps,BRIDGE,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, Risk communications, Logistics, Human resource",,Distribution of cash grants to vouchers to procure seeds via agro-agents,CTEN,West Nile,Yumbe
ID-80,Mercy Corps,Supporting Vulnerable Refugee and Host Communities in Kampala to Increase Resilience and Overcome the Economic and Mental Health Implications of the COVID-19 Crisis,new_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, ICT innovations, Mental health, Risk communications, Logistics, Human resource","Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., Supervise and monitor psychosocial services in the affected communities by the central team, Finalize psychosocial support materials, ",Unconditional cash transfers for livelihoods; conditional cash transfers; COVID-19 information and referral services; COVID-19 business survival bootcamp; Identification of Opportunities and Development of Business Models that Facilitate Alternative Productive Use of Existing Assets; women and youth business/financial empowerment,"Viamo, Strong Minds, Strong Minds, Viamo, Strong Minds, Viamo",Kampala,Kampala
ID-81,UNICEF,UNICEF Support to the Uganda COVID-19 Response,new_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, ICT innovations, Mental health, Risk communications, Logistics, Human resource","Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist., Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., Implement Budget tracking and activity reporting system for the COVID-19 response, Widen scope of implementation of eMeeting, Development of tele medicine protocals, Implementation of the E-eLMIS, Sofware development, Telemedicine/telehealth approaches during and after Covid-19 pandemic, Strengthen the District routine  reporting data, Orientation of users on telemedicine, Supervise and monitor psychosocial services in the affected communities by the central team, Finalize psychosocial support materials, ",Alternative education programming during school closure.,"Ministry of Health, DLGs, MOH, NWSC, DLGs, Jhpiego, AVSI, BAYLOR, Malaria Consortium, IntraHealth, World Vision, MOH, DLGs, Jhpiego, AVSI, BAYLOR, Malaria Consortium, IntraHealth, MOH, NWSC, DLGs, World Vision, AVSI, BAYLOR, Jhpiego, IntraHealth, Malaria Consortium, Contractors for construction work, MOH, MOH, DLGs, HIJRA, Save the Children, World Vision, MOH, DLGs, World Vision, Media Houses, Publishing Houses, MOH, DLGs, MOH, DLGs, AVSI, BAYLOR, IntraHealth, Jhpiego","Acholi, Ankole, Bunyoro, Kampala, Karamoja, Lango, Toro, West Nile, Acholi, Ankole, Bunyoro, Kampala, Karamoja, Lango, Northbuganda, Southbuganda, Toro, West Nile, Kampala, Acholi, Ankole, Bunyoro, Kampala, Karamoja, Lango, Southbuganda, Toro, West Nile, Acholi, Ankole, Bukedi, Bunyoro, Busoga, Elgon, Kampala, Karamoja, Kigezi, Lango, Northbuganda, Southbuganda, Teso, Toro, West Nile, Acholi, Ankole, Bunyoro, Kampala, Karamoja, Lango, Northbuganda, Toro, West Nile","Lamwo, Omoro, Amuru, Kitgum, Gulu, Agago, Pader, Nwoya, Ntungamo, Isingiro, Kikuube, Kiryandongo, Hoima, Kampala, Moroto, Kaabong, Nakapiripirit, Kotido, Napak, Abim, Amudat, Nabilatuk, Karenga, Alebtong, Kole, Amolatar, Dokolo, Apac, Lira, Otuke, Oyam, Kwania, Kyegegwa, Kasese, Kamwenge, Maracha, Pakwach, Zombo, Yumbe, Adjumani, Arua, Nebbi, Koboko, Moyo, Madiokollo, Obongi, Lamwo, Omoro, Amuru, Kitgum, Gulu, Agago, Pader, Nwoya, Mubende, Kayunga, Mukono, Kassanda, Masaka, Kalangala, Wakiso, Mpigi, Nakasongola, Mubende, Kayunga, Mukono, Kassanda, Kalangala, Wakiso, Mpigi, Ibanda, Sheema, Rubirizi, Ntungamo, Mbarara, Mitooma, Kiruhura, Buhweju, Bushenyi, Isingiro, Rwampara, Kazo, Butebo, Busia, Budaka, Tororo, Butaleja, Pallisa, Kibuku, Masindi, Kagadi, Kibaale, Kikuube, Buliisa, Kakumiro, Kiryandongo, Hoima, Kamuli, Iganga, Namayingo, Luuka, Kaliro, Jinja, Buyende, Namutumba, Bugiri, Mayuge, Bugweri, Kween, Bukwo, Kapchorwa, Bududa, Manafwa, Sironko, Mbale, Namisindwa, Bulambuli, Rukungiri, Rubanda, Rukiga, Kanungu, Kisoro, Kabale, Buikwe, Luwero, Nakasongola, Mubende, Buvuma, Kayunga, Kyankwanzi, Kiboga, Mukono, Nakaseke, Mityana, Kassanda, Masaka, Kalangala, Wakiso, Bukomansimbi, Mpigi, Lwengo, Lyantonde, Ssembabule, Butambala, Kalungu, Kyotera, Gomba, Rakai, Bukedea, Kaberamaido, Soroti, Serere, Amuria, Katakwi, Kumi, Ngora, Kapelebyong, Kalaki, Kabarole, Bunyangabu, Kyegegwa, Kyenjojo, Kasese, Kamwenge, Ntoroko, Bundibugyo, Kitagwenda, Rubirizi, Ntungamo, Isingiro, Busia, Iganga, Bududa"
ID-82,Care and Assistance For Forced Migrants (CAFOMI),"Emergency Response project for the Corona-virus disease (COVID-19) pandemic in South West, Mid west and  Kampala Regions in Uganda; Partnership between MI & CAFOMI",new_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, ICT innovations, Mental health, Risk communications, Logistics, Human resource","Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist., Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., Widen scope of implementation of eMeeting, Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, ",NA,,"Bunyoro, Kampala, Kigezi, Toro, Bunyoro, Kampala, Kigezi, Toro","Kikuube, Kampala, Kanungu, Kisoro, Ntoroko, Bundibugyo, Kikuube, Kanungu"
ID-83,Action Against Hunger,WFP Nutrition program (MAM TSFP and MCHN),ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, Risk communications, Logistics, Human resource",,NA,,"Bunyoro, West Nile, Bunyoro, Bunyoro, West Nile","Kikuube, Kiryandongo, Yumbe, Adjumani, Koboko, Kikuube, Kikuube, Kiryandongo"
ID-84,Action Against Hunger,ECHO consortium with DRC,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Risk communications, Logistics, Human resource","Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, ",NA,,Bunyoro,Kikuube
ID-85,Action Against Hunger,SIDA- ENABLER project,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, Logistics, Human resource",,NA,,"Bunyoro, West Nile","Kiryandongo, Adjumani"
ID-86,Action Against Hunger,EU Trust Fund - RISE (NGO),ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, Risk communications, Logistics, Human resource",,NA,,West Nile,Adjumani
ID-87,Oxfam,"Dissemination of cobid related messages at community level, controlling crowd at water sources, operation and maintenance of water systems to provide constant water supply,",ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Risk communications, Logistics, Human resource","Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist., Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., ",NA,"Oxfam and Hijra, Oxfam and Hijra",Bunyoro,Kikuube
ID-88,United Nations Population Fund (UNFPA),EU/SPOT LIGHT programme for SRH/GBV,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, Mental health, Risk communications, Logistics, Human resource","Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, Supervise and monitor psychosocial services in the affected communities by the central team, Finalize psychosocial support materials, ",NA,"MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD","Bukedi, Kampala, Karamoja, West Nile","Tororo, Kampala, Amudat, Arua, Madiokollo"
ID-89,United Nations Population Fund (UNFPA),Reducing high fertility rates and Improving Sexual reproductive health outcomes in Uganda (DFID/RISE),ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, ICT innovations, Mental health, Risk communications, Logistics, Human resource","Pay Telecommunications UTL toll free for call center, Widen scope of implementation of eMeeting, Development of tele medicine protocals, Implementation of the E-eLMIS, Sofware development, Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, Supervise and monitor psychosocial services in the affected communities by the central team, Finalize psychosocial support materials, ","Support the provision of transport to health workers  and clients (pregnant women ) to provide services and access services  respectively  and inter-facility safe ambulance referrals with toll-free numbers that will be made known to health workers in the catchment areas.Use of safe boda to distribute SRHR/FPcommodites and supplies , use of big data for persceptive analysis of SRHR and GBV current situations in collaboration with other UN agencies , implementaiion of the Getin and Safepal apps","MOH, MOES, NPC, NPA, UBOS ,  RAHU, MOH, MOES, NPC, NPA, UBOS ,  RAHU, MOH, MOES, NPC, NPA, UBOS ,  RAHU, MOH, MOES, NPC, NPA, UBOS ,  RAHU, MOH, MOES, NPC, NPA, UBOS ,  RAHU, MOH, MOES, NPC, NPA, UBOS ,  RAHU","Bunyoro, Karamoja, West Nile","Kikuube, Hoima, Moroto, Kaabong, Nakapiripirit, Kotido, Napak, Abim, Amudat, Nabilatuk, Karenga, Yumbe, Adjumani, Arua, Moyo, Madiokollo, Obongi"
ID-90,United Nations Population Fund (UNFPA),Enhance women’s and young people’s access and utilization of quality SRHR and GBV services(WAY programme),ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, ICT innovations, Mental health, Risk communications, Logistics, Human resource","Pay Telecommunications UTL toll free for call center, Widen scope of implementation of eMeeting, Implementation of the E-eLMIS, Sofware development, Telemedicine/telehealth approaches during and after Covid-19 pandemic, Strengthen the District routine  reporting data, Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, Supervise and monitor psychosocial services in the affected communities by the central team, Finalize psychosocial support materials, ",NA,"MOH, DLGs, CARE, RAHU, OUTBOX, MOH, DLGs, CARE, RAHU, OUTBOX, MOH, DLGs, CARE, RAHU, OUTBOX, MOH, DLGs, CARE, RAHU, OUTBOX, MOH, DLGs, CARE, RAHU, OUTBOX, MOH, DLGs, CARE, RAHU, OUTBOX","Acholi, West Nile","Lamwo, Amuru, Kitgum, Agago, Yumbe, Adjumani, Arua, Moyo, Madiokollo, Obongi"
ID-91,United Nations Population Fund (UNFPA),"SIDA Funded programmes Joint SRH/GBV, Together for HIV/SRH,KARUNA,UBRAF",ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, Mental health, Risk communications, Logistics, Human resource","Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, Supervise and monitor psychosocial services in the affected communities by the central team, Finalize psychosocial support materials, ",NA,"MOH, DLGs, IRC, BRAC, ACCORD , AIC, MOH, DLGs, IRC, BRAC, ACCORD  AIC, MOH, DLGs, IRC, BRAC, ACCORD  AIC, MOH, DLGs, IRC, BRAC, ACCORD  AIC","Elgon, Kampala, Karamoja, West Nile","Kween, Bukwo, Bulambuli, Kampala, Moroto, Kaabong, Nakapiripirit, Kotido, Napak, Abim, Amudat, Nabilatuk, Karenga, Yumbe, Adjumani, Arua, Moyo, Madiokollo, Obongi"
ID-92,United Nations Population Fund (UNFPA),Advancing Sexual Reproductive Health and Rights in West Nile and Acholi Sub Regions in Uganda,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, ICT innovations, Mental health, Risk communications, Logistics, Human resource","Pay Telecommunications UTL toll free for call center, Widen scope of implementation of eMeeting, Implementation of the E-eLMIS, Sofware development, Telemedicine/telehealth approaches during and after Covid-19 pandemic, Strengthen the District routine  reporting data, Orientation of users on telemedicine, Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, Supervise and monitor psychosocial services in the affected communities by the central team, Finalize psychosocial support materials, ","Voucher system to ensure women access services , Vehicles will be stationed at the health facilities and payments for fuel and driver's allowance will be made based on the vehicle log , Use district ambulances for districts to support referral services including picking mothers from home,  Pregnancy mapping","MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda","Acholi, West Nile","Lamwo, Amuru, Agago, Maracha, Pakwach, Zombo, Yumbe, Adjumani, Arua, Nebbi, Koboko, Moyo, Madiokollo, Obongi"
ID-93,United Nations Population Fund (UNFPA),Enhenced delivery of integrated package of rights in Karamoja and Acholi sub region,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, Mental health, Risk communications, Logistics, Human resource","Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, Supervise and monitor psychosocial services in the affected communities by the central team, Finalize psychosocial support materials, ",NA,"MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD","Acholi, Karamoja","Omoro, Moroto, Kaabong, Nakapiripirit, Kotido, Napak, Abim, Amudat, Nabilatuk, Karenga"
